post	implicit_class	extra_implicit_class
is atlanta still considered the south ? or new congo ?	irony	
islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica	incitement	
islamophobia ? what do these people expect when they kill us and fly airplanes into our buildings ?	stereotypical	
it has nothing to do with being american but everything to with the preservation of the white race .	white_grievance	
it's a scientific fact that the white race is superior . #opkkk	inferiority	
it's funny you think a white country should have non-white nationalists . a country is i	incitement	
it's not wrong if you're any other race  but if you're white  you're a white supremist  racist  bigot	white_grievance	
jew run facebook takes down uc berkeley white student union	stereotypical	
jew run google soliciting donations to support non-white invasion of europe via	stereotypical	
jewish journalist alanna schubach wants to bring multiculturalism to the noble japanese  ending millennia of tradition and homogeneity .	incitement	
jews are known for bravery . they could simply move to israel but instead they try to pass as white .	stereotypical	
jews are not white . they admit this themselves and they have difference dna than gentiles	inferiority	
jews are now in full control : canadian man goes to jail for posting on white nationalist websites | read more :	stereotypical	
jews have always instigated and radicalized other racial minorities against white societies - they admit it here :	stereotypical	
just don't allow any in and start hiring our american people to do the jobs .	incitement	
kill your just set white people back a 100 yrs and made race baiters look great !	threatening	
kkk alive and well white brother hood unite ku klux klan white power accept me brothers !	incitement	
latvia : thousands hold stop white genocide rallies | read more : via	white_grievance	
linking the cops to the rally is lame . paul ryan supports globalization and white genoci	white_grievance	
love white genocide . also see this :	white_grievance	
low iq  higher crime rates  higher rates of fatherless households	stereotypical	
massive white revolution *	incitement	
meaning 1 white for every 30 ?	white_grievance	
merry christmas from identity evropa !	incitement	
millions of africans every year leave lands controlled by blacks to live in lands controlled by whites . come on  man	incitement	
moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide	white_grievance	
muslim who slashed ny cop w / cleaver deemed not a terror threat after ... by via	stereotypical	
must must must read . mt you're allowed to speak about jihad violence in uk  as long as you're for it .	stereotypical	
my ancestors conquered this land . why would i squander my inheritance ?	incitement	
nearly .. america was a white european country ... the fact you are ignorant of this fact is odd ...	incitement	
no more white submissivism to jewish supremacism .	white_grievance	
no rebranding isn't needed  america's roots are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican	incitement	
no sanctuary cities ( period ) !	white_grievance	
nomore babysitters for the illegals breaking the law .	white_grievance	
nonsense . slaves  unlike poor whites  had access to healthcare and a better diet than even modern blacks .	white_grievance	
not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well	white_grievance	
not to mention jews are listed as whites  so the white per capita number is already distorted ...	white_grievance	
only a stupid white person would prefer white patriots to vanish ! take a stroll through a no go zone and see -	white_grievance	
only hope for the white race is to form separate b / w nations otherwise we'll forever be victims of communism & class envy .	white_grievance	
people encourage mixed race relationships which is breeding out the white race that's white racial genocide .	white_grievance	
please check out our movie #thegranddeception about the #muslimbrotherhood in usa .	stereotypical	
previous article hid his black race - but i knew it was a black male killing a young white woman	stereotypical	
ramadan begins in afghanistan : muslim murder 18 with jihad suicide car bomb	stereotypical	
reality is worse than this picture . at least the couple are white here . liberal media and le	incitement	
retweeted the aa agenda ( ): he's a gay transvestite white ...	incitement	
sadly this is what the older jewish sect wants . a black on white race war	stereotypical	
saving the white race - is it time yet ? - renegade tribune	white_grievance	
seriously don't they know that we all bleed red ? when a muslim blows up a european hes reall	stereotypical	
she doesn't recognize white people's right to exist  and alexandria is 60 % white  so why would she care ? it's simple math .	white_grievance	
shut it down : as the jewish media loses power  alternative media comes under attack via	stereotypical	
so islam doesn't command to kill disbelievers ? is that what you are saying ?	stereotypical	
so we should race mix to ensure genetic diversity and healthy multiculturalism ? wow ! thanks anp .	irony	
such a display of enthusiastic flag-waving is sure to outrage the powers that be in the eu . nationalism isn't dead  and that's a good thing	white_grievance	
texas a & m . #projectsiege	incitement	
that's because it's their religious duty to rid the world of women  permanently .	stereotypical	
the biggest mistake the emperor of germany ever made was forcing ( ( ( them ) ) ) to take european names . now we've got all of these steins  bergs and sons running around . instead of folks with asiatic names that would mark them out	incitement	
the kkk . how old does my little boy need to be to join ?	incitement	
the left would literally rather a white man murder 700 people  than see any other race be found guilty of jay walking . it's pathetic .	white_grievance	
the liberal zionist crisis - - white nationalists are villains  but settlers are ' complex '	white_grievance	
the main threat to whites ( europeans ) are other whites ( antiwhite whites )  not any low iq 3rd worlder .	inferiority	
the ongoing war against white people : european front	white_grievance	
the people hate the gop . don't worry  charlottesville was just the beginning . we're growing extremely fast .	incitement	
the people who predicted the catastrophic result of mass immigration were banished from political discourse	white_grievance	
the realist report : don advo the war on white people via	white_grievance	
the war against white people proof #tcot	white_grievance	
the white genocide continues : white race now a minority in three more uk towns and cities via #flegs	white_grievance	
the white house is the jihad terror on american soil	stereotypical	
these people are all white . where's the diversity ? immigration = immigrants . meaning not white .	irony	
they say they are anti-racist  but what they really are is anti-white ! | more : via	white_grievance	
this ^ the white race's response  or lack thereof  2 these attempts 2 eradicate our past &	white_grievance	
this is a white identitarian group silly  no parasites here	inferiority	
this is just another good reason for white southerners to quit giving their money to the nfl .	incitement	
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?	stereotypical	
time to stand up ! we r taking this country back ! #truth #maga #trump #pence law & order supporter	incitement	
translated : milo realizes as a jew he will not be included in white identity politics and would be a minority	irony	
unarmed white man murdered by police in tx . where was his white privilege ?	white_grievance	
uniting the white : the white wing is getting its act together via	incitement	
unless a candidate declares clearly + openly he is for the white race you can be sure he isn't and won't do squat	white_grievance	
very happy to hear this ; gives heart to all nationalists who oppose #whitegenocide	white_grievance	
vote for roy moore . get those people out of dc	incitement	
watch antifa member attack a supporter at the event . #auburnlive #auburn #altright	white_grievance	
we are being manipulated  they want the patriotic white american to be the terrorist .	white_grievance	
we are going to be free white and proud . your pc prison will not hold us forever ... a white	white_grievance	
we must . we have too : dr . david duke : will the white race survive ? ( video ) )	white_grievance	
we're you better off under sharia ? the white people saved what was left of your country your welcome to learn your history	white_grievance	
what ? i'm not allowed to hate illegal aliens ? i hate muggers too ! in fact i pretty much hate all criminals	stereotypical	
what she really means is your white  allah will judge you  and non-believers have no morality . ;) :	irony	
where is new testament says to kill rape anyone ? nowhere . prophet koran hadith command you to kill rape nonbelievers if you want go heaven	stereotypical	
where they all committed suicide . so what's you take on the jew involvement ?	stereotypical	
white boy metal #blackmetal #paganmetal #altright #whitegenocide #nationalsocialism #whitepride	incitement	
white genocide accelerates in new zealand va #waronwhites	white_grievance	
white genocidists hosts	white_grievance	
white is creator of modern science  no one can dilute it . we want white to flourish  beautiful	incitement	
white man march 2.0 #whitemanmarch	incitement	
white nationalism is horrible but jews have a right to a state of their own in palestine ? ? ?	white_grievance	
white peaple where the first at everything  we deserve love	white_grievance	
white power !	incitement	
white power bottom ! ! !	incitement	
white pride world wide no white guilt here .	incitement	
white privilege is racial slur created by racist blacks .	white_grievance	
white race saving humanity  as usual !	incitement	
white south africans like frogs in boiling water as anti-white racial violence escalates via	white_grievance	
white supremacists ? how about white trash that have no jobs and can easily be hired by soros to do what he wants . 100 % manufactured .	inferiority	
whiteness is supreme in white countries . every other race is even more ethnocentric than even whites are  in their respective countries	incitement	
why - send the illegals with a free bus ticket  $ 1000 and tell them berkeley liberals are easy ... win win * they can never tell	irony	
why bring them here if there is no place to live ? no jobs ? what the ...	stereotypical	
why do you always try to call people white nationalist why can't you call them white people or westren people what do you use all these code words that are meant to sound racist and bigoted	white_grievance	
why it is unnecessary to force jack phillips to bake a wedding cake . hint : happy availability . #justiceforjack	white_grievance	
why white people seek black privilege - breitbart	white_grievance	
why your white be proud of your own race and look out for your own race just like obama looked out just for his own race	white_grievance	
xtian left is digging its own grave by appeasing islam  nobel peace prize was awarded to an indian for denouncing hinduism .	incitement	
yes . we hate terrorists and people who think that that can kill others in the name of islam . you know  sharia . #nosharialaw	stereotypical	
yet more anti white propaganda	white_grievance	
you don't have to hate them . jews aren't white . hitler  for all his mistakes  would have been b	inferiority	
you expect them to tolerate anti-white terrorists ?	white_grievance	
you say that if anybody objects to turning europe / america non-white ( genocide under law )  they are white supremacistsyou don't hate all whites  just the ones who object to the genocide you demand upon whites	white_grievance	
you're delusional . firstly race determines culture & secondly race relations continue to decline due to forcing diversity on the white west .	white_grievance	
your right the money yhey take from america and send it back to mexico helps yhem grow there economy	white_grievance	
your wrong and the white guilt agenda you push is what woke me . must suck to not even know your actions are not of your own  but socially engineered . now dance robot	inferiority	
"  "" diversity "" "" and "" "" multiculturalism "" "" are only for white countries - the jews in israel don't tolerate these scams """	stereotypical	
"  "" white privilege conference "" "" says resisting jihad is racist  bashes robert spencer and pamela geller - - we respond """	stereotypical	
" . so is the term  "" white privilege "" "" intended to make whites feel guilty . white & black pride is a good thing . """	white_grievance	
" and by too racist he means  "" not devaluing white people enough . "" "" """	white_grievance	
" because it's true even though they deny it -  "" anti-racist "" "" is a code word for "" "" anti-white "" "" ! """	white_grievance	
" has to say  "" proud jew "" "" because she can't pass as white . """	incitement	
" if you join we can make america a great aesthetic  pro white european  effective and efficient  "" empire "" "" """	incitement	
" most  "" hate crimes "" "" are hoaxed . white people are not out here targeting blacks and jews . they do it to push their agenda of white racist """	white_grievance	
" msm running with it anyway  apparently it appeased the snowflakes . they shud be more concerned bout  "" spirit cooking "" "" than nazi's """	white_grievance	
" of course . unlike many white racists  we aren't  "" mindless haters . "" "" the jewish "" "" finance shark "" "" isn't any worse than a white one """	stereotypical	
" of course this jew is feigning that he  "" has no idea "" "" why white people are angry . he knows very well  he's trying to hide it . """	stereotypical	
" rt  "" this issue  then  is about much more than law : it is about the task facing all people of european ancestry . our task  from america to germany to new zealand  is to be  and re-create  who we are . "" "" - winston taney """	incitement	
" rt  "" white women should be hunted & killed "" "" ? ? this is already happening in america - there is a huge amount of black on white violence . """	stereotypical	
" rt :  "" americanism has been a star spangled cancer for the white race . "" "" - """	incitement	
" rt judge rules illegal alien incompetent to stand trial for dui death because of  "" unique cultural background "" "" ! ... """	stereotypical	
" rt watch how russians handle their muslim invaders instead of giving them welfare like we do .  "" russians vs muslims "" "" """	threatening	
" seven misunderstanders of islam nabbed in israel for plots to kidnap soldiers  murder christians :  "" this is o ... """	stereotypical	
" tell me  what  "" race "" "" is islam ? isn't "" "" racist "" "" for criticizing a violent ideology that urges followers to kill people . """	stereotypical	
" to take seriously notion of minority  "" power "" "" is big error . white elites progs far more "" "" realist "" "" about race """	incitement	
" whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """	other	
#auspol uk : racist black man punches pregnant white girl in stomach as onlookers watch in horror via	stereotypical	
#capitalism is killing us . it is the death warrant of the white race . #politics #greed #obama #islam	white_grievance	
#icantlivewithout my #ebt #black people	stereotypical	
#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza	white_grievance	
& both intelligent black patriots . dems new chains they want to put on minorities go by the names blm & antifa .	white_grievance	
- not a chance ! - this is #america ! sharia opposition unifies america via	incitement	
1 ) they have courage of conviction  those white men who publicly gather as white men . thei	white_grievance	
3 . no  you're an anti-white marxist seeking to bring down white people - by your own admission .	white_grievance	
7 / white south africans are asking for our help . they're trying to get the word out about what is happening to the white community	white_grievance	
: 84 % of all wanted criminals in copenhagen are non-white	stereotypical	
: black on white crime is the new norm in america . watch colin flaherty videos on you tube	stereotypical	
: boycott the anti-white racist censorship  boycott zuckerbergs facebook :	white_grievance	
: discussion time : morality and the potential destruction of white civilization via	white_grievance	
: kkklanneed to report illegals contact ice 1-866- dhs - 2 - ice what if they cut your hedges for real cheap ?	threatening	
: once again islam and its followers are trying to invade and force conversion by any means . as our ancestors	stereotypical	
: proof of white genocide video :	white_grievance	
: rt : jared taylor on the white man's disease : pathological altruism . #race #tpot #tcot	inferiority	
: russian tv report on france's white genocide by mass immigration via #jewishimmi ...	white_grievance	
: we are organizing against new mexico driver's licenses for illegals ... stay tune ...	inferiority	
: white tourists savagely beaten in new orleans via	stereotypical	
absolutely  jews keep dying at the hands of white jews in order for the few je	white_grievance	
adolf hitler - a short  nice video of our #aryan #hero : #courage #genius #integrity #honor	incitement	
aids skrillex & carl the cuck : you're a white male	other	
al qaeda to jihadis : make sure to kill white people to avoid hate crime label #orlando #al-qaeda	stereotypical	
america is the name for the historical anglo protestant nation . the country  the usa  should be white .	incitement	
american indians are asiatic mongrels  they have no claim to america or the 1st world nation whites built on top of it	inferiority	
americans are white . it was founded  created  and ran by whites until boomer hippies got white guilt	stereotypical	
anti-white ( ( ( ) ) ) walks out of gop convention . maybe he should move to israel since he so detests white goyim .	stereotypical	
anti-white propaganda from ( ( ( hollywood ) ) ) ...	white_grievance	
anti-white un boss demands more non-white immigration into britain  despite major opposition via	white_grievance	
as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how	incitement	
as it was intended .. #whitegenocide #kalergi	white_grievance	
being pro-white is to be pro-american . if you don ; t like white america  you can leave !	incitement	
black man openly fantasizes about slaughtering white girls during race war ( video ) #swrm #racist via	stereotypical	
black panther leader tells a crowd in charleston to kill whites and their children	stereotypical	
black thug attacks old white man with urine because of slavery #swrm via	stereotypical	
blacks begrudge white people	stereotypical	
btw most that go as jews nowaday are azerbeidjani ( kazar ) .. white looking but black hair .. ie the many killercops	stereotypical	
build the wall . #maga	incitement	
carolyn  if i were to recommend a book to you it would be the epic 2 volume march of the titans : a complete history of the white race !	incitement	
cnn wants black people to think the president is racist . look around you	white_grievance	
credibility of white race will be lost if they resort to lies & cheating on taliban & isis	incitement	
do yall blaze up on hitlers bday 420 sieg heil blaze it ?	incitement	
do you really believe latino and white is interchangeable ? i'd love the day for you to refer to yourself as a proud white .	incitement	
don't capitalize the j in jew . it really gets to them . plus jews never capitalize the w in white . exceptions : titles & beginning a sentence .	stereotypical	
don't forget that in addition to being white makes you a racist we're supposed to feel guilty abt what monsters we r & how easy we've had it	white_grievance	
donald trump is going to kill the and i couldn't be happier . it's a party dedicated to destruction of white america	white_grievance	
elder from all of white racist trump loving americans . happy thanksgiving to you and your family sir .	incitement	
ernst zndel : the hitler we loved and why | read more : via how we need him now .	incitement	
especially on a campus that has professors advocating against white makes and for white genocide	white_grievance	
euro jews may be white  but tariq is still a puppet ...	stereotypical	
even those that don't support us but will gladly reap the benefits of a white society may	incitement	
exactly right . your only racist if your white . believe me they hate us more than we hate them !	white_grievance	
excellent ; just listening to moving speeches from enoch and sacco - those against white identity reaff	incitement	
flynn's resignation set a dangerous precedent for the administration . #sessions is essential to justice 4 white america . he must not #resign	incitement	
for all people who dont know us we are the the nnp . we are the supporters of the by passing there messages to other white people !	incitement	
german gangs are beating up immigrants after syrian refugees sexually assault ...	stereotypical	
hate crimes are a joke ... its a one way street against white people	white_grievance	
he's bitter stalin eventually cracked down on the jews . too late for the white russians	white_grievance	
her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .	white_grievance	
hollywood  the news media  the entertainment media and the publishing industry are all dominated by jews :	stereotypical	
horror night in swedish muslim ghetto : gang raped  raped until bleeding with a gun via	stereotypical	
how dare people of european decent want their civilisation to live on & flourish ! ! so unreasonable !	irony	
how did less than 3 % of pop acquire so much clout ? oops  forgot it is anti-semitic of me to ask that question .	white_grievance	
i am not a white supremacist . i am a race realist . no race is superior  we are different . blacks are physically superior  asians mentally .	inferiority	
i don't trust the census . it's a well known fact all of the middle easterners check the white box . america was destined to be what it is	incitement	
i dont know if this is a good thing or bad but only time will tell ... hail our people !	incitement	
i dont know why you feel the need to call us neo-nazis for openly defending our people . black lives matter must be neo-nazis as well just like the mexican government that has it written in their constitution that demographics must be protected .	white_grievance	
i like is explicitly pro-white . they are polite about it but they are pro-white . is also a good group .	incitement	
i think the us constitution would be fine with an additional clause specifying only whites	incitement	
i want whites to actually win ; any pseudo-nazi / klan imagery works against thtat goal .	incitement	
i wonder if every white person investigated today including potus is because he is white . in today's world being white is crime unto itself	white_grievance	
i would rather be an indentiarian than consider myself altright . i feel as if the alt-right brand is going to die off like the ron paul movement . we have better options to unite the white working class .	incitement	
i'm sharing this  but i'm not going to make a comment about politics and diversity and how you can't have european culture without europeans . #tcot #altright #art #history	incitement	
i'm so sick of candlelight vigils for the victims of #diversity . i want more for my people . they deserve more than a melting candle to remember them by . they deserve justice . the middle classes will be provoked  and their rage will not subside .	incitement	
if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !	incitement	
if they don't say upfront they are for the white race its because they aren't !	incitement	
if white race is not in danger why talk of mattis ? truth is that america foolishly promoted china and now china's proxy is ready 2attack u	white_grievance	
im a proud black man that worships europe  white people and white women ...	incitement	
israel has always been our enemy . jews hate white christians even more than muslims . #parisattaques	stereotypical	
it seems people are willing to sell the future of western children for a momentary feeling of misguided moral superiority .	white_grievance	
jews and white nationalism go together like fire & diarrhea . #tcot #cuckservative	incitement	
last attention you get . you're what's destroying white people  you make #blacklivesmatter look like	white_grievance	
let's be a white resister : because the beauty of white aryan woman must not perish from the earth via	incitement	
liberals demean our own heritage yet revere foreign culture either out of guilt or an inferiority complex .	white_grievance	
lol people of color couldn't stop themselves from being enslaved last time & still can barely	white_grievance	
long live the white race ; creators of all science	incitement	
mexicans have such strong family values and ' natural conservatism ' that when they replace us the abortion issue will be solved !	white_grievance	
modern heretic : jew explains plan for white disarmament  genocide #withjewswelose	white_grievance	
my child cannot pray in public schools where is the outrage #islamistheproblem deport islam	incitement	
nationalist front to host white lives matter rally in middle tennessee via white is beautiful  ! !	incitement	
new economics term : racial inelasticity - when you tax a race more  but they still vote for the group taxing them . e . g . progressive whites .	incitement	
new fuhrer is so learned ! !	incitement	
new york isn't white it's jewish	stereotypical	
no  it's committed by non-whites . that was an entirely racial situation in san jose . call it like it is .	stereotypical	
no  just londoners . where being white  british & proud sees you proclaimed a racist big	white_grievance	
no  their hatred of white people . we saw this when blacks burned white books / art in south africa .	white_grievance	
no amnesty ! ! many will be able to apply for government jobs in d future  putting our national security at risk !	stereotypical	
nope the uk i'm from was all white different sub groups of white but still homogenous white are achievements are white .	incitement	
obviously they hate white people and will increase their attacks on us . whites need to arm themselves now !	white_grievance	
oh how the jews must be happy  all their anti-white propaganda is paying off .	stereotypical	
our cities were actually livable when they were run by those ebil racist white soopremacists	inferiority	
paul if you aren't a jew  uncuck yourself . #altright #whitenationalism npievents	other	
people cannot be what god has not made them to be . blacks ' aggressions are survival tactics intended for living in africa .	stereotypical	
picket businesses and even homes of anti white corporate filth ! no more mister nice guy ! white man fight !	white_grievance	
pitiful .. how long till someone other than a muslim attacks a mosque  or a protest ? then what ? we better think about that .	stereotypical	
pl dear fellow indians ... we all must boycott radicalised bollywood jihadi mullahs movies and their ad products	incitement	
preserving our european identity is vital to turning america back to the country it once was .	incitement	
profiteers ? nonsense . there is no money in #altright . we fight for freedom  not money .	incitement	
race war in nyc : black power militants storm restaurants and harass white patrons via #waronwhites	stereotypical	
racist or white supremacy would want nothing more than government programs . a single generation of welfare destroys so many skills  fathers	stereotypical	
reality . any violence outta ' trump supporters a response to antifa / black bloc / anti-trumpers . after last fall  trumpers said no more .	threatening	
smh you libs are totally disgusting . i doubt any illegal offered to die for you  maybe kill you but not die for you .	stereotypical	
snacks for thought : why don't middle class black people vacation in trailer parks ?	stereotypical	
still believes ( like trump ) that whites are superior race	incitement	
stop the white genocide in south africa ! ( video ) via #whiteresister	white_grievance	
thank you - i didn't know that part of the story . likely if most immigrants were coming from ireland / poland there wouldn't be such craziness	stereotypical	
thanks for all that you do for #white #awareness  you and are ours white superheroes !	incitement	
the black guy is trying to tell the other guy what his iq is . #drainthesewer	stereotypical	
the end game of globalization is 1 world govt . whitey stands in the way & also why the white guilt / sham	white_grievance	
the federalist : please stop glorifying manufacturing jobs via #globalization #freetrade #cuckservative	other	
the flag of the northwest american republic  the coming white homeland and ethnostate .	incitement	
the great dilemma of the democrat is to turn america non-white while still needing white votes to do it .	white_grievance	
the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white	incitement	
the left will not stop - own them by triggering their anti-white hate - you win	white_grievance	
the white holocaust of ukraine from russian jew communists .	white_grievance	
the white man's revolution of 2016 via	incitement	
the whole point of conservatism is to suppress white racial consciousness .	white_grievance	
then i'm a racist who stands with you !	incitement	
they are #wmd's just like negroids and mestizo's wake-up white man the race war has already begun ! #whitegenocide	white_grievance	
they are sad that it's not a white person . lol .	incitement	
they might be human beings  but they ain't pure white .	incitement	
this is in fact a jew larping as a white man larping a catholic priest	stereotypical	
this is the cuck you wantedthe buck you called downdemarcus straddles your wife  a giantyou're not racist now	other	
this is the future for minority whitey in america . kate steinle and justine murdered in the streets by token diversity minorities that should have never been here in the first place . being a white minority sure does sound like fun .	white_grievance	
this jew is lying . western civilization is white civilization .	incitement	
this magnifies ( ( ( proliferating ) ) ) anti-white agenda.the problem ~ many euro-descent millennials see ( ( ( them ) ) ) as white not ( ( ( subversion ) ) )	white_grievance	
this should be a huge redpill for the normies - only white nationalists care about white lives .	white_grievance	
to tell a people that they need diversity is to tell them that they are inadequate and deficient . white liberals are immoral evil people	inferiority	
translation : blacks need welfare from whites .	stereotypical	
treason : commie-fornia assembly leader-america belongs to illegal a ... via white genocide	white_grievance	
trump / taylor 2016 : let's make america hwhite again !	incitement	
trumps agenda is not to white americas benefit ! jared kushner is a kabala practicing jew and he advises trump . look elsewhere for a white victory !	stereotypical	
unless white america will step up & have more kids our total economy will tank trying to pay ss for baby boomer retirees w / o daca	incitement	
vanity fair : why angry white america fell for putin via #waronwhites #culturalmarxism #	white_grievance	
wake up real white people . italians are not white . they are half black .	incitement	
we  white people  are in fact a global minority . so  why don't we have the right to protect and preserve our race ?	white_grievance	
we are living in a country formed for and by white people .	incitement	
we who are pro-white want to preserve the white race . we believe that all races have the right to exist  including the white race .	incitement	
we won't have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots . we'll keep having #katesteinle miscarriages of justice until they learn to fear us .	threatening	
we're all vertebrates too . except for cucks .	other	
we're looking through these data right now . it's clear though that even w / arabs classed as whites  whites are underrepresented per capita .	white_grievance	
weimerica . ok ! i will die in a few years  protected . message as a pro white	incitement	
what ? that is white ? i said #whitelivesmatter too	incitement	
when islam enters new territories  its purpose is to destroy . #stopislam #	stereotypical	
white americans are shockingly european despite decades of race mixing propaganda | more :	stereotypical	
white board genocide is back !	white_grievance	
white culture is what you get when you put white ppl together . wh cultures have more in common w each other than nonwhite .	incitement	
white european jihad murderers are ok ?	irony	
white genocide accelerates in england : white british pupils will be outnumbered by 2037 #swrm via	white_grievance	
white genocide accelerates in france : at least 1 in 3 newborns are non-white via	white_grievance	
white genocide accelerates in new zealand | read more : via	white_grievance	
white genocide in the united states of america a 100 year history #swrm via	white_grievance	
white heritage and history go beyond the founding of america . usa was founded on the westernized european framework . identity evropa isn't a	incitement	
white identity : racial consciousness in the 21st centuryjared taylorsupport and buy through them .	incitement	
white nationalist are not violent . white supremacists are . big difference . nationalist live our co	incitement	
white people are supreme get over it	inferiority	
white people in britain resisting propaganda to racially miscegenate  figures show | more :	incitement	
white people shouldn't be wasting money on anti white rags like the washington post  new york times and	white_grievance	
white pride march in wales passes off peacefully via	incitement	
white resistance increases as minority status looms via tide comes in the tide goes out .	incitement	
white skin is dominant phenotypically  last i heard . it's only socially that if you're not full-white you're considered tainted .	incitement	
white women signaling they were wrong about feminism.white births a us majority again via	incitement	
why are you offended by white people taking pride in their heritage ? i hope you're not an #antiwhite ...	incitement	
why is india  a hindu majority nation  being expected to house the very rohingya terrorists who are killing hindus in myanmar ?	incitement	
will is the first step to action . but you're right  strong action will be necessary to save europe for the white race .	incitement	
yes  and give it to the white deserving poor .	inferiority	
yes . white gentiles address the jews no 1 enemy for sure . especially the white males . jews hate us	stereotypical	
yes white people need more tribalism . it will be needed today for survival .	incitement	
yet nazis are dominating your politics today  white race is in danger ; u must know	incitement	
yet the white cuckolds are still there paying tons of money on these spoi	other	
you're white + want to protect & preserve your distinct race / ethnicity just like everyone else . that co	white_grievance	
ys  it may b possible ; islamists have already warned us  india and other countries	stereotypical	
"  "" fascism "" "" is now having borders and enforcing laws and making our own laws and governing ourselves like we used to do #trumprally """	white_grievance	
"  "" panic mode time "" "" oh your god oh your god the mexicans are coming the mexicans brown are coming oh your god oh your god ! """	irony	
"  "" we the people ... "" "" * most * cease talking ! "" "" ... walk the walk ! "" "" america's time line is shortening w the infiltration of jihad . """	incitement	
" ah  the joys of diversity :  "" : south africas police arresting young women to rape them ... via "" "" """	stereotypical	
" brilliant comments sandra !  "" : black on white murders grow more sadistic in sa ( video ) via "" "" """	stereotypical	
" go and find your  "" black "" "" knight in shining armour ! #whenamericawasgreat #whitelivesmatter """	incitement	
" great vid mr . taylor . been learning from your info for years . hillary said   "" alt right "" "" and i said  "" "" that's me "" "" ! """	incitement	
" had a lib tweet me once -  "" trumpers are just afraid of a non white america "" "" and i was like-why would a white person want a non white america ? """	incitement	
" how do  "" they "" "" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """	stereotypical	
" incredible how sf  "" leaders "" "" want a policy where the cops tip off illegals & not cooperate with ice ! absolutely incredible ! ! """	white_grievance	
" lol we are doomed . saying your proud to be white is  "" racist "" "" lolololol what if you say proud to be black ? or asian ? or gay ? just lol """	white_grievance	
" maybe you have a point  but are they  "" white supremacists "" "" doing the sabotaging  or are they "" "" jewish supremacists "" "" ? """	stereotypical	
" oh yes  make sure we call those who want to kill children  "" kind people of a misunderstood religion "" "" . next ? it's all america's fault ! """	stereotypical	
" rt  "" holocaust "" "" scam rolls on  jews told to apply for more cash : in essence this gets to the bottom of the contriv ... """	stereotypical	
" rt : are us muslims more accepting of gays than white evangelicals ?  "" it's a tactical play to get polygamy "" "" """	stereotypical	
" rt : trump is white . he's  "" racist "" "" by default.anti - racist is a code word for #antiwhite . """	white_grievance	
" rt who believes this utter bs ? the fake  "" holocaust "" "" narrative is the most egregious and outrageous lie ever perpetrated against the world """	stereotypical	
" rt why haven't white people started a group for  "" white lives & police lives matter "" "" ? """	white_grievance	
" saying someone isn't  "" a real jew "" "" isn't racist  there is no such thing as a jewish race . just lib jews """	stereotypical	
" should we rename the white house the  "" white mosque ? "" "" #rt #stopislam #makedclisten #wakeupamerica """	stereotypical	
" who are we ? - ( of ) proposes the term  "" white advocate "" "" over #wn  #altright  identitarian """	incitement	
" would he do this to a non white family ? white people are thought of as  "" easy targets  "" "" because many are """	white_grievance	
#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . your choice .	incitement	
#freedom #justice nice ! all whites must become activists for the white race in any way they can  esp politically .	incitement	
#israel # : israel : muslim fakes hate attack by extremist jews what about the real ones who kill babies ?	stereotypical	
#whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride	incitement	
#whitegenocide #womenunited for #love who wants a #purpleheart ? #dodge and #win	white_grievance	
. 6219  408 ? 5895  116 ? what's the actual figure  jews ? what's the actual total  bought politicians ? exactly 6 mil  sheep ? #lies	stereotypical	
. race is more than skin color . iq  voting  welfare  crime  aggression . open a biology book .	inferiority	
1930s national socialist political propaganda the white aryan race - join the anp today !	incitement	
4 . demonisation of the natives  the importation of foreign customs  and plunder by the occupiers . - hunter wallace .	incitement	
68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?	white_grievance	
76 arrested statewide in ice-led multi-agency gang enforcement effort <-- good ! ! #immigration #tcot	stereotypical	
84 % of all wanted criminals in copenhagen are non-white | more : via	stereotypical	
: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama	white_grievance	
: exactly . the more these people kvetch the more excited i get for #unitetheright .	incitement	
: in the history of history  have you ever heard about an openly pro-white not being labeled a racist ? if pr	white_grievance	
: ku klux klan heads to ferguson race riots to guard white businesses and protect innocent whites	incitement	
: muslim who murdered jewish girlfriend says im going to kill every jew . one isnt enough for me .	stereotypical	
: no apologies here . ridiculous that white people are the only race not allowed to be proud	white_grievance	
