ID	target	implied_statement
919179006431330304	Jews	Jews are degenerates
919179006431330304	white people	White people are trash.
936686249234100225	people of color	People of color want to get rid of white people
936686249234100225	Immigrants	Immigrants take over countries.
902198230171123713	whites	whites are racists
902198230171123713	Democrats	Democrats are substandard people
917575477027622913	White men	White men are degenerate bigots
917575477027622913	white people	White people are evil.
923617992012980224	Minorities	Minorities are inferior.
900431144801402880	Jews	Jews are dishonest
900431144801402880	white people	White people hate Jews.
549964179407646720	White people, protestants	White people and protestants are evil and not welcoming to jewish people or catholic people
549964179407646720	white protestants	White protestants are evil.
879116732496986113	Jews	Jews are hypocrites
879116732496986113	white nationalists	White nationalists are bad.
629872233205215232	Black people	Black people are killers
629872233205215232	black people	Black people are violent.
812177174530703362	Blacks	Blacks are assailing the white race.
812177174530703362	black people	Black people don't like white people.
914823662871699456	Liberals	Liberals hate white culture
835611179091386368	Minorities	Minorities have been attacking white america.
835611179091386368	black people	black people want to destroy white people
855146221912109057	Minorities	Minorities are vicious
855146221912109057	non-white people	Non-white people hate white people.
188625861359054849	Minorities	Minorities want to destroy the white race
188625861359054849	white people	White people think they are more important than other races.
933937045319200768	Blacks	Blacks are just as racist as white racists
933937045319200768	Blacks	Blacks feel superior to whites.
788466501582028800	illegals	Illegals are ruining America.
788466501582028800	Immigrants	Immigrants are always poor
928344833449656320	Conservative men	Conservative men are weak and feminine
801282808664719360	Spanish And Mexicans	Spanish and Mexicans are not White
697255234419232768	migrants	Migrants are hurting white britons.
697255234419232768	migrants	that migrants are destructive to society
324230652453089281	whites	whites are racists
324230652453089281	Minorities	Minorities are opposed to whites
613280466771312640	white people	White people think they are better than everyone else.
613280466771312640	Whites	Whites are ignorant
882987088181944322	Blacks	Blacks are second class citizens.
473875568295817216	Minorities	Minorities want to kill off whites
900808636292714496	White people	White people are all racists
900808636292714496	white people	white people are undesirable
568569713514532864	non-white people	non-white people are oppressors
568569713514532864	Minorities	Minorities want to destroy the white race
538514207705399296	black people	Black people hate white people.
538514207705399296	Blacks	Blacks abhor whites
899714831132930048	non-white people	non-white people are a threat
899714831132930048	Whites	Whites are being destroyed because of hatred
203339557725417472	Minorities	Minorities are less than the white race.
203339557725417472	non-white people	non-white people are inferior
907632938363314176	white people	White people are in danger.
907632938363314176	Minorities	Minorities are at war with whites
587680707574661120	black people	Black people are racist.
587680707574661120	Blacks	Blacks use violence against whites
734931583879118848	Immigrants	Immigrants are stupid
734931583879118848	White people	White people rule is horrible.
917566481776435201	Illegal immigrants	Illegal immigrants are lazy
937161782484926464	Minorities	Minorities are untrustworthy
937161782484926464	non-white people	non-white people are untrustworthy
506580597792182272	Minorities	Minorities are taking over society
506580597792182272	white people	White people are dying out.
240503710738960384	Minorities	Minorities are criminals
240503710738960384	White Celtic	White Celtic are becoming a minority
892861005994373120	Liberals	Liberals don't think blacks are bad.
892861005994373120	Blacks	Blacks hate other races.
781530752760418304	immigrants	Immigrants are hurting white countries.
781530752760418304	Immigrants	Immigrants destroy society
741348577604046853	Black people	Black people want to destroy white culture
741348577604046853	Blacks	Blacks want to demolish white society.
727737919910379520	Immigrants	Immigrants are substandard.
269296255430189057	Immigrants	Immigrants are trying to take power from whites.
269296255430189057	non-white people	Non-white people hate whites.
849243258022760448	white people	White people are civilized and beautiful.
849243258022760448	Marxists	Marxists foster hatred
761522210209161216	Muslims	Muslims are against other religions.
134072568138305537	Minorities	Minorities are not competent
134072568138305537	white people	White people are more creative than other races.
897908228834684928	non-white people	non-white people are hypocrites
897908228834684928	white men	White men are oppressed.
746911812038189058	Jews	Jews are evil
746911812038189058	Jews	Jews hate white people
382827832407109632	Jews	Jews look to take power.
382827832407109632	Jewish people	Jewish people want to dominate the world
855207746337157121	Blacks	Blacks rape whites
855207746337157121	black men	Black men are rapists.
938107706405253126	Christians	Christians are ignorant
938107706405253126	Christians	Christians are dangerous.
624330294393376772	conservatives	Conservatives like a white America.
624330294393376772	Conservative males	Conservative males are dishonest
939862405240238080	Women	Women want to end white culture.
939862405240238080	Women	Women are enemies of white people
911284937634074625	Illegal immigrants	Illegal immigrants rape people.
911284937634074625	immigrants	Immigrants are rapists.
880670353709838336	Jews	Jews are inferior
780208134279327744	white people	White people should help other white people.
780208134279327744	Minorities	Minorities don't measure up to whites.
865530922417782785	non-white people	non-white people are unaccomplished
645370268811141120	black people	Black people don't like white people.
645370268811141120	Blacks	Blacks winning means whites losing.
465564358001819648	white people	White people are good mothers.
465564358001819648	non-white people	non-white people are inferior
894604187262083072	white people	White people are priveleged.
894604187262083072	Minorities	Minorities have taken from whites what is theirs.
607829831867355137	non-white people	non-white people are criminals
607829831867355137	non-white people	Non-white people are criminals.
702583953664794624	Non-white people	Non-white people want to rape white women.
702583953664794624	People of color	People of color are rapists
900343390121861120	non-white people	non-white people should segregate
900343390121861120	Minorities	Minorities are substandard races
928335400749367299	Liberals	Liberals are communists
928335400749367299	Immigrants	Immigrants are radicals
919698179565559808	Gays	Gays are aberrant.
919698179565559808	LGBT	LGBT are degenerates
919698179565559808	LGBT folks	LGBT folks are degenerates
836702086335184898	Muslims	Muslims don't like Jews.
836702086335184898	Jews	Jews are scared and weak
651610800113643520	Muslims	Muslims promote lynching to counter crime
651610800113643520	Islamic people	Islamic people are violent.
737854786943340544	Minorities	Minorities are less than whites.
737854786943340544	white men	White men are good.
915604965816758273	white people	White people are defenseless.
915604965816758273	Minorities	Minorities prey on whites
874623573322862598	Islamic people	Islamic people are trying to kill other people.
874623573322862598	Muslims	Muslims are extremists
846803119103234049	Blacks	Blacks are barbarous
894038360238510080	Immigrants	Immigrants are a burden
894038360238510080	Illegal immigrants	Illegal immigrants cost Americans money.
736073775335100418	white Christians	White Christians are the only people good for the nation.
736073775335100418	Minorities	Minorities are not legitimate citizens.
355624759494578176	Immigrants	Immigrants are violent
355624759494578176	Muslims	Muslims attack white people.
555354929691234304	Muslims	Muslims are terrorists.
555354929691234304	Muslims	Muslims want to start wars.
905145758847991808	Whites	Jews, Hispanics and mulattoes are white
905145758847991808	Blacks	Blacks are a subpar race
921432270703157248	People of color	People of color aren't needed and are inferior to white people
921432270703157248	people of color	people don't need minorities
892639453780377600	white people	White people are liars.
892639453780377600	Black people	Black people are unaccomplished
505162969647681538	Illegal immigrants	Illegal immigrants are trying to take over.
505162969647681538	Immigrants	Immigrants are invaders
698258885308764160	black people	Black people can't run America alone.
698258885308764160	Black people	Black people are violent
672874832061726720	Progressives	Progressives exclude whites
672874832061726720	white people	White people contribute a lot.
946190667998466048	white people	White people are racist.
319679366265204736	Islamic people	Islamic people don't know how to dress.
319679366265204736	Islam	The way islamics dress
900952992823689220	non-white people	Non-white people are savages.
900952992823689220	Liberals	Liberals are dumb
829741592302936064	Immigrants	Immigrants are inferior
829741592302936064	whites	Whites belong in Europe.
426161650475880448	White people	White people want to be segregated from people of color
426161650475880448	non-white people	non-white people are undesirable
432477348450271232	white people	White people are trash.
432477348450271232	Jews	Jews despise whites.
842449646895095808	Whites	Whites are inferior.
842449646895095808	whites	discrimination against whites
891439008412086273	Minorities	Minorities are looking to destroy the white race
891439008412086273	white people	White people are dying out.
277665743661846528	white people	White people don't like Indians.
277665743661846528	American Indians	American Indians are inferior
228181662142431232	Jews	Jews are all white
228181662142431232	Jews	Jews are racist
228181662142431232	People of color	People of color are inferior
481088954939473920	Minorities	Minorities are wiping out the white race.
184109665108504579	Muslims	Muslims are hateful
184109665108504579	Islamic followers	Islamic followers are racist against Jews
941740891462565888	Black people	Black people are stupid
941740891462565888	blacks	Most blacks aren't as smart as whites.
286786202424729601	Jews	Jews are enemies
286786202424729601	Jews	Jews are murderers.
932362495288778752	Immigrants	Immigrants are hurting America.
932362495288778752	Illegals	Illegals are criminals.
344406235434586112	South Africans	South Africans hate white people.
344406235434586112	Blacks	Blacks want to annihilate the white race.
756324535868219392	Liberals	Liberals are greedy
456938985147731968	Immigrants	Immigrants are overpopulating the planet.
649077225321435137	non-white people	non-white people are inferior
649077225321435137	Minorities	Minorities are inferior.
904317924281802752	Asian people	Asian people want to eliminate white people
904317924281802752	white people	White people are better than Asians.
210315033488531456	Minorities	Minorities are killing whites.
887115087970021376	white police	white police attack blacks
922918768036126720	Jews	Jews don't like whites.
922918768036126720	Jews	Jews hate whites.
900237829489401856	Minorities	Minorities are hypocritical
900237829489401856	white people	White people are expected to perform better than non-whites.
882069244200050688	Blacks	Blacks blame whites incessantly
882069244200050688	Black people	Black people are sensitive
817411199985807360	non-whites	Non-whites are racist.
817411199985807360	Minorities	Minorities mischaracterize whites
903426597222567936	Black people	Black people are violent
903426597222567936	Black people	Black people kill white people
826973888189849600	non-white people	non-white people are inferior
826973888189849600	white people	White people belong in the White House.
901302837736386560	white people	White people are dying out.
901302837736386560	Minorities	Minorities look to destroy the white race
713813375034257409	Muslims	Muslims hate hindus.
713813375034257409	Congress	Congress wants to make Muslims happy.
708800221115977728	Minorities	Minorities are anti-white
731153680007757825	Muslims	Muslims are rapists.
731153680007757825	Muslims	Muslims condone rape
377979025379315712	Progressives	Progressives are anti-white.
377979025379315712	New Yorkers	New Yorkers are white.
859851910316208129	Minorities	Minorities are substandard people
859851910316208129	white people	White people are not protected.
287640346073116672	Islamic people	Islamic people are evil
287640346073116672	Islamic people	Islamic people are terrorists.
822155472996302850	White people	White people are racists
901425832966578176	non-white people	non-white people are oppressors
901425832966578176	Minorities	Minorities are double dealing
912318204755636224	Minorities	Minorities need whites to lead them
912318204755636224	Europeans	Europeans do well to colonize other countries.
840285949221326848	Jews	Jews don't like white people.
840285949221326848	Jews	Jews are evil
940362217278595072	Blacks	Blacks are given unfair advantages
940362217278595072	white people	White people get better jobs because of their race.
74428436923424768	Israelis	Israelis hate white Americans
884009696604151810	white people	White people are priveleged.
884009696604151810	Minorities	Minorities claim whites get special treatment.
375807074896072704	Black people	Black people are violent
375807074896072704	black people	Black people hate white people.
901103456240402432	White people	White people don't all owe their success to owning slaves
901103456240402432	black folks	Black folks complain about slavery.
519298557711360000	white people	White people are dying out.
519298557711360000	Liberals	Liberals hate whites
780979114174013440	Jews	Jews think they are white.
780979114174013440	Progressive Jews	Progressive Jews are against whites.
784912900800581632	Minorities	Minorities are inferior
784912900800581632	whites	whites feel superior
755856176332627968	White people	White people are superior to other races
755856176332627968	white people	White people are superior.
835594050484994049	Liberals	Liberals are ignorant and stupid.
835594050484994049	non-white people	non-white people are inferior
834851309073342464	non-white people	non-white people are inferior
834851309073342464	Conservatives	Conservatives are failures.
756576188890550273	Jewish people	Jewish people wanted to eradicate the Germans
756576188890550273	non-white people	non-white people are threatening
356114747428569088	Black Folks	Black Folks burn White Communities
356114747428569088	black people	agression / hate towards white people
711557911483260928	white people	White people founded the US.
711557911483260928	Indians	Indians are incompetent and ineffectual.
894050970631581696	Blacks	Blacks rape whites
894050970631581696	white men	White men are racists.
342709065757110273	non-white people	non-white people are a threat
342709065757110273	white people	White people deserve a good future.
825273227056328704	Minorities	Minorities are less than whites
825273227056328704	working white class	Working white class are hurting.
827317556155346944	cops	cops are inherently evil
827317556155346944	cops	Cops are violent.
899870488100454400	Minorities	Minorities are less than whites.
725620900754821121	Minorities	Minorities want to destroy the white race.
725620900754821121	white people	White people are dying out.
703032835964276736	Minorities	Minorities are inferior to whites
895189927713026048	Liberals	liberals don't like white people
895189927713026048	Lefties	Lefties don't like white people.
877668838053093376	Muslims	Muslims are killers
877668838053093376	Muslims	Muslims are killers.
800487282671173632	black people	Black people don't like white people.
800487282671173632	Blacks	Blacks oppress whites
770443779924959233	Minorities	Minorities are substandard people
266961858987163648	Black people	Black people are violent killers
266961858987163648	Black Teens	Black teens kill white girls
797070133747322884	Blacks	Blacks are violent and aggressive.
797070133747322884	Black people	Black people are violent
556868957383446530	Minorities	Minorities are second class.
854843627071090688	Minorities	Minorities are less than whites.
854843627071090688	non-white people	non-white people are inferior
734010376011026432	Liberals	Liberals don't like white men.
468840602361397248	Southerners	Southerners are dishonest.
853787414757859330	Antifa members	Antifa members are violent.
853787414757859330	Leftists	Leftists are violent
694268278605160450	white people	White people shouldn't have guns.
694268278605160450	Conservatives	Conservatives are manipulative
838292637543124992	white people	White people make America safer.
838292637543124992	People of color	People of color make America less safe when they come to America
774389853416984577	white people	White people are in danger.
774389853416984577	Minorities	Minorities are crowding out whites.
899310031195316224	Muslims	Muslims kill innocent people
899310031195316224	Islamic people	Islamic people are killers.
935612227901624328	white folks	whites are racists
935612227901624328	Muslims	Muslims are warmongers
930085173252648960	Whites	Whites are causing the problems in the world.
499032193155731459	Blacks	Blacks ruin their own communities
499032193155731459	black people	Black people are violent.
924506032541495296	Minorities	Minorities are substandard people.
924506032541495296	non-white people	non-white people are undesirable
914904550598938624	whites	whites are racists
914904550598938624	Black folks	Black folks are uneducated
914904550598938624	People of color	People of color are not excellent
450011499088453632	non-white people	non-white people want to replace whites
450011499088453632	Progressives	Progressives are killing the white race
836698776848891904	white people	White people aren't allowed to have their own schools.
836698776848891904	Minorities	Minorities are subpar human beings
843185497975472131	LGBTQ people	LGBTQ people are not normal
843185497975472131	gay people	Gay people are stupid.
751614851932237825	muslims	Muslims are terrorists.
751614851932237825	Muslims	Muslims attack whites.
896773144966565890	Blacks	Blacks promote white guilt
896773144966565890	black people	Black people are taught to hate white people.
62628946474303489	Minorities	Minorities are subpar humans
62628946474303489	non-white people	non-white people are inferior
278901685684928512	Blacks	Blacks are inferior
278901685684928512	Black people	Black people are irresponsible
932363485685649408	white people	White people are racist.
904002283297497089	Minorities	Minorities are coddled
848565216019226624	white people	White people harbor hate.
848565216019226624	Minorities	Minorities are less than whites
897938258214043652	Conservative males	Conservative males are inadequate.
831673353236799488	Minorities	Minorities are less than whites
461552810601889793	Minorities	Minorities are inferior
461552810601889793	White people	White people need to live on.
930080467797397504	immigrants	immigrants are changing America
930080467797397504	Immigrants	Immigrants degrade society
461956730587336704	Jewish people	Jewish people are racists and rich
461956730587336704	black people	Black people are like dogs.
864979096811577344	Blacks	Blacks are inferior to whites.
709075808908873728	Progressives	Progressives are aggressive and hostile
709075808908873728	Black folks	Black folks are violent
709075808908873728	Black folks	Black folks should not be trusted
939757415976677376	white people	White people are being hurt by the media.
939757415976677376	Progressives	Progressives are against whites.
549999668323573760	Blacks	Blacks are morally superior
549999668323573760	white women	White women have more abortions than black women.
898196819410341888	Minorities	Minorities degrade society
937051454027771904	Journalists	Journalist hate whites
800656908046794752	Illegal immigrants	Illegal immigrants should leave the country.
800656908046794752	illegal immigrants	Illegal immigrants should be deported.
829767905956896768	White people	White people are superior.
829767905956896768	Minorities	Minorities need to be eliminated
846932162158837760	White nationalism	White nationalism is better than Jewish nationalism.
846932162158837760	Jews	Jews are devious
525738549555896320	white people	White people trade slaves in Israel.
525738549555896320	Jews	Jews are oppressive
889292857609256961	Black people	Black people dilute the gene pool
889292857609256961	white people	White people shouldn't date black people.
913466134409576448	white people	White people are born to be racist.
913466134409576448	Progressives	Progressives blame whites for racism.
639147750861443072	Blacks	Blacks promulgate racism and hostility.
639147750861443072	Black Lives Matter supporters	Black Lives Matter supporters are racists.
766094979081113600	white people	White people are superior.
766094979081113600	white people	white people are attractive
205019085942165505	Minorities	Minorities are second class citizens.
205019085942165505	non-white people	non-white people are inferior
897888036939235328	conservative whites	conservative whites are anti-women
897888036939235328	White people	White people are stupid.
918908279463522310	immigrants	Immigrants should stay out of the U.S.
918908279463522310	Immigrants	Immigrants are undesirable
926320549214777344	Minorities	Minorities are substandard people
785782904458715136	religious people	Religious people are misogynists.
785782904458715136	Rich blacks	Rich blacks are prejudiced
883075309372936193	Minorities	Minorities are less than whites
689261121518178304	non-white people	non-white people are unimportant
859179328654802944	Minorities	Minorities attack white culture
859179328654802944	white working class people	White working class people are struggling.
627718917415391232	Americans	Americans are racists
627718917415391232	People of color	People of color think White people and their flags are racist and hateful
879315335639420928	White people	White people are guilty of the crimes of their ancestors
913493331501600769	white people	White people are scared.
831895318929104897	white people	White people are dying out.
831895318929104897	Minorities	Minorities are wiping out the white race
645824541650894848	white people	White people are stronger than other people.
645824541650894848	Minorities	Minorities are weak and subpar compared to whites.
457566470256742400	Muslims	Muslims are arrogant
797885385955151872	Blacks	Blacks are violent and dangerous
797885385955151872	black people	Black people are violent toward white people.
216319506522443776	non-white people	non-white people are inferior
900797648462123008	White people	White people are violent and shoot up buildings/meetings
900797648462123008	White conservatives	White conservatives are stupid.
926977658608500736	Muslims	Muslims are killers.
926977658608500736	Muslims	Muslims are coddled
680285973276528640	Blacks	Blacks commit most of the crime.
680285973276528640	Black people	Black people deserve police violence
917480456211320832	white people	White people hate themselves.
917480456211320832	Minorities	Minorities promote white shame
896078170826227716	Progressives	Progressives foster the annihilation of the white race
896078170826227716	white people	White people are in danger.
341311789444759553	Jews	Jews hate white people.
341311789444759553	Jews	Jews manipulate and use others.
923627858542522369	white folks	white supremacy
923627858542522369	Minorities	Minorities rank below whites.
844317519204794369	white people	White people deserve a good future.
844317519204794369	Minorities	Minorities are subpar people
904809933413257216	Jews	Jews oppress white people
904809933413257216	Jews	Jews are racists
836768889023434753	Immigrants	Immigrants are inferior
660053485434609664	non-white people	non-white people are inferior
660053485434609664	white people	White people are superior.
901574911155617793	white people	White people are racists.
885986070386679808	White people	White people are superior to other races
885986070386679808	white people	White people shouldn't be with other races.
173881834818633728	Conservatives	Conservatives are ignorant
173881834818633728	non-white people	non-white people are inferior
750049333429493761	Minorities	Minorities have no rights to be true citizens.
854860162926039041	Mexicans	Mexicans are devious and sneaky
896528680947789825	Jews	Jews are devious
896528680947789825	Jews	Jews hate white people.
632312958173884416	Jews	Jews hate white people
632312958173884416	jews	Jews don't like white people.
901074848083922944	Blacks	Blacks promote hatred
330099453228896256	Muslims	Muslims are killers.
330099453228896256	Muslims	Muslims are dangerous murderers
883088113664503808	Minorities	Minorities are selfish
883088113664503808	white people	White people are more generous than other people.
872220685413867524	Illegals	Illegals are dishonest.
872220685413867524	immigrants	Immigrants are in danger.
934895318944108544	Progressives	Progressives are substandard human beings
934895318944108544	nationalist	nationalist are patriotic
731512015060127744	Conservatives	Conservatives are incompetent
731512015060127744	conservative	conservative core beliefs
760634344884932608	Liberals	Liberals are against whites.
573327908770582528	Muslims	Muslims are jihadists
573327908770582528	Muslims	Muslims are con men.
681935266542694402	Journalists	Journalists promote child rape
900442138978242561	Minorities	Minorities are trying to take over.
900442138978242561	white people	White people are dying.
903277382085345280	non-white people	non-white people are inferior
903277382085345280	white people	White people should be a priority.
554038951552778240	Immigrants	Immigrants have invaded America
728709455651573760	Minorities	Minorities are inferior.
728709455651573760	white people	white people are here to stay.
638125328150491136	white people	White people are racist.
638125328150491136	White conservatives	White conservatives are prejudiced.
910557502214955009	white people	White people need to survive.
910557502214955009	Minorities	Minorities are trying to wipe out white culture
893654071395090432	Minorities	Minorities are inferior to whites
893654071395090432	white people	White people are dying out.
805572316562395136	Minorities	Minorities are hypocrites
884139184595664897	white people	white people are terrorists
884139184595664897	Minorities	Minorities are deviants and freeloaders.
732268953137860608	Jews	Jews are hateful to each other.
732268953137860608	Jewish people	Jewish people are frequently anti-semitic
923321175194861568	Black people	Black people are criminals
861360305410060293	Whites	Whites foster hatred
692092097516580864	Muslims	Islam is not a race
692092097516580864	Muslims	Muslims use dishonesty to get what they want.
856874537664876546	white people	White people are liars.
856874537664876546	Whites	Whites are weak and undisciplined
925172778038452224	Minorities	Minorities are less than whites
500383201114988544	Black Panthers	Black Panthers are racist.
500383201114988544	Blacks	Blacks are hypocrites
391983827176132608	black people	Black people are violent.
391983827176132608	Blacks	Blacks commit violence on whites.
742076264329154560	Christians	Christians are hate groups.
742076264329154560	Christians	Christians hate the LGBT community
923623442695385088	Minorities	Minorities are less than whites
923623442695385088	white people	white people are terrorists
939508356330508288	Minorities	Minorities are lower class.
690644605080068096	whites	Whites need Jews to lead them.
690644605080068096	Jews	Jews control whites
842186970218418176	Jews	Jews are second class citizens
937129029328670727	white people	White people need to unite.
937129029328670727	Minorities	Minorities are sub-human.
769310217817522177	Minorities	Minorities are inferior
945406017524944896	Minorities	Minorities are substandard.
471443472709611520	Whites	Whites are racist
471443472709611520	white people	White people are dying out.
852340158833856513	white people	White people don't care about their welbeing.
852340158833856513	non-white people	non-white people are oppressors
837273651804319744	Jews	Jews don't like Christians.
837273651804319744	Jews	Jews want to wipe out whites
656118403191721986	Minorities	Minorities are inferior people
682045733818732544	Muslims	Muslims are dangerous.
682045733818732544	Muslims	Muslims are violent
837146142274027520	white people	White people are not diverse.
837146142274027520	Immigrants	Immigrants are not white
707098807763218432	Muslims	Muslims assault whites
707098807763218432	African Muslims	African Muslims are violent.
618494869938438144	Gays	Gays do not follow God's plan.
675386139377709056	Republicans	Republicans are hateful to minorities and liberals
796568626463576064	Black people	Black people are criminals
637449570947993602	Minorities	Minorities are subpar races
913085953308229633	non-white people	non-white people are enemies
913085953308229633	White supremacists	White supremacists are good people.
659052199830405120	white people	White people are trying to survive.
659052199830405120	Minorities	Minorities are lower than whites
805339678375231488	Blacks	Blacks kill whites
805339678375231488	black people	Black people are violent.
528661429642362880	Muslims	Muslims are out to murder people.
528661429642362880	Muslims	Muslims are killers.
713561193928073216	immigrants	Immigrants are enemies.
713561193928073216	Muslims	Muslims hate Americans
934075702936264704	White people	White people are superior.
934075702936264704	non-white people	non-white people are less valuable
155827562810052608	Minorities	Minorities want to eliminate the white race
155827562810052608	People of color	People of color want to wipe out white people
924711719070584834	Black people	Black people are criminals
924711719070584834	black people	Black people are violent.
657645352904953857	Muslims	Muslims are trying to take over the world.
657645352904953857	Muslims	Muslims don't like Germans.
772771330680770560	Older Whites	Older Whites are ignorant
772771330680770560	old white people	Old white people cause trouble.
278639508524769280	Blacks	Blacks cannot survive without whites
707098807763218432	Muslims	Muslims are terrorists.
707098807763218432	Muslims	Muslims hate whites
844568740918366208	Muslims	Muslims degrade a country.
680027730109444096	Jews	Jews don't like Muslims
680027730109444096	Jewish people	Jewish people don't want Muslims around them
865920611679436801	Muslims	Muslims want to eliminate non-muslims
865920611679436801	Muslims	Muslims kill non-muslims
553957902151852032	Islamic followers	Islamic followers are violent
553957902151852032	Muslims	Muslims love violence.
458478973715222528	Liberals	Liberals blame whites.
458478973715222528	white people	White people cause problems.
903100243293593601	Marxists	Marxists don't like white people.
903100243293593601	Marxists	Marxists are looking to destroy the white race.
464444313930194944	Progressives	Progressives push white guilt
754146954305613826	non-white people	non-white people should be segregated
754146954305613826	white people	White people deserve their own nations.
879021795961188353	Minorities	Minorities are trying to crowd out whites.
879021795961188353	whites	whites are being displaced
945519903947112448	White people	WHite people supporting White people is termed as hate towards non-whites
945519903947112448	Jews	Jews hate whites
918425155508023296	minorites	minorities are inferior
903848802221670400	Minorities	Minorities are weak.
915680854957060096	Minorities	Minorities are lower than whites.
864175608233897984	Illegals	Illegals take advantage economically.
900238671756046337	Intellectuals	Intellectuals are dishonest about whites
900238671756046337	white people	White people are treated unfairly.
936518905895575552	white people	White people are evil.
936518905895575552	White people	White people are unfairly criticized for historical crimes
900166516049453056	Whites	Whites are cowards
900166516049453056	whites	whites are racists against Asians
870001324154277888	non-white people	non-white people are dangerous
870001324154277888	white people	White people are a target of other groups.
607626988791013376	Muslims	Muslims don't belong in the White House.
607626988791013376	Blacks	Blacks support terrorists
551623429246312448	Pakistanis	Pakistanis are terrorists
37923627814887424	Islamic people	Islamic people hate Jews.
37923627814887424	Muslims	Muslims are violent criminals.
839553683314466816	"""they"" (group is not specified)"	"""they"" attack moral values"
839553683314466816	women	women shouldn't work outside of the home
900825991559426050	black people	Black people are killed more than white people.
900825991559426050	Blacks	Blacks are naturally violent.
896055386297450496	Leftists	Leftists are subpar human beings
896055386297450496	Antifa	Antifa need to be beat.
889298159071092739	Minorities	Minorities are hypocrites
889298159071092739	non-whites	Non-whites are bigots.
585784730529959936	cops	Cops kill black people.
585784730529959936	Whites	Whites want to murder blacks.
900958512489963520	non-white people	Non-white people are jealous of whites.
900958512489963520	Minorities	Minorities want to be like whites
720681607422722048	black men	Black men love overweight white women.
720681607422722048	Blacks	Blacks manipulate and use whites for their own economic gain.
924096154853285889	Minorities	Minorities oppress whites
822102549717221376	fair complected people	Fair complected people are white trash.
822102549717221376	white people	white people are trashy
630743023589179392	white people	White people are a minority.
630743023589179392	Minorities	Minorities are taking over
831532715824574465	Islamic people	Islamic people are criminals.
831532715824574465	Muslims	Muslims are devious
863436912136245251	Minorities	Minorities want to exclude Whites.
918324749813424128	Immigrants	Immigrants are inferior
918324749813424128	illegals	Illegals creep in.
841705329318596612	Minorities	Minorities have taken over government.
841705329318596612	white people	White people should be in charge of Atlanta.
679774502289563649	Minorities	Minorities steal white culture
679774502289563649	white people	White people are cultural.
841128972230381568	white people	White people belong in America.
841128972230381568	Minorities	Minorities are inferior
753806556697767936	Muslims	Muslims are racist.
753806556697767936	Muslims	Muslims are racist
880551368771031040	Latinos	Latinos deal drugs.
880551368771031040	Latinos	Latinos are killing white people.
543863805789233152	white people	White people are good for America.
543863805789233152	Minorities	Minorities take from their communities
939548096492654592	Whites	Whites are a substandard race.
939548096492654592	white nationalists	White nationalists should die.
848565216019226624	Minorities	Minorities are inferior to the white race
848565216019226624	white people	White people are full of hate.
841076170871324672	white people	White people think that they are better than everyone else.
841076170871324672	Minorities	Minorities are inferior to whites.
906164985348358148	Immigrants	Immigrants are criminals
906164985348358148	Illegal immigrants	Illegal immigrants are criminals.
906181157821313024	non-white people	non-white people are inferior
906181157821313024	white people	White people are evil.
842056180381962241	People of color	People of color want to get rid of white people
842056180381962241	Immigrants	Immigrants call for invasion, or white genocide.
802376936588775425	Muslims	Muslims are a problem.
802376936588775425	Muslims	Muslims are hypocrites.
584113799487234051	white people	White people are proud of their heritage.
584113799487234051	Minorities	Minorities are substandard races
639152823817605120	Blacks	Blacks hate whites
639152823817605120	Black Lives Matter	Black Lives Matter is racist.
890785070671306752	Blacks	Blacks are inferior
543472474952712192	white people	White people are scared of illegals.
543472474952712192	Illegals	Illegals ruin a country
936410731725053957	whites	anti white discrimination
936410731725053957	Immigrants and Minorities	Immigrants and Minorities are violent
668312262755643392	Whites	Whites try to control foreigners
668312262755643392	Immigrants	Immigrants are invaders
768907700050726913	Blacks	Blacks are racist.
768907700050726913	black people	black people are racists.
913574024835424256	Minorities	Minorities are less than whites.
901368367784710144	White people	White people are killers.
901368367784710144	Whites	Whites are brutal murderers.
170180665952833538	Minorities	Minorities are second class people
214419659846455297	Minorities	Minorities are in favor of white extermination.
214419659846455297	white people	White people are dying.
590947332159578112	Blacks	Blacks target whites for extermination
590947332159578112	black people	Black people kill white people.
946766115002372097	Minorities	Minorities get special privilege.
946766115002372097	non white people	non white people have more rights than white people.
922946006118830081	white people	White people should be proud.
922946006118830081	Progressives	Progressives oppress whites
749112957158563841	non-white people	non-white people are violent
749112957158563841	white children	No one cares when white children die.
191675058056470529	Illegal aliens	Illegal aliens have too many rights.
191675058056470529	Illegals	Illegals get special considerations
844004697866362881	Jews	Jews are not white
844004697866362881	white people	White people don't have abortions.
913918170687209473	white people	White people are racists.
674617070668136448	Islamic people	Islamic people are killers.
674617070668136448	Muslims	Muslims enjoy killing whites
923937489403990017	Minorities	Minorities are pushing out whites
923937489403990017	white people	White people deserve a future.
623837968881582080	white people	White people are useless
623837968881582080	non-white people	non-white people are scheming
643505308946534402	Muslims	Muslims are hateful
789069857736232960	Jews	Jews hate white people.
789069857736232960	Jews	Jews want to annihilate whites
919422418896252934	Russians	Russians hate minorities.
847646936899264512	Jews	Jews run the world.
847646936899264512	Jews	Jews are controlling.
750399975234887684	Muslims	Muslims are subversive
778379896884072449	Jews	Jews are not white
778379896884072449	Jews	Jews aren't white.
915485276809695232	Muslims	Muslims are hypocrites
915485276809695232	Muslims	Muslims are coddled
